site_id,unit_id,read_date,salinity_ppt,dissolved_oxygen_mg_l,ph_standard_units,secchi_depth_m,water_depth_m,water_temp_c,air_temp_c,air_temp_f,time_24h,year
D,,1/24/2013,0.0,,6.5,0.9,1.6,4.0,,32.0,0:00,2013
D,,2/14/2013,0.0,,6.5,1.6,1.6,9.0,,45.0,0:00,2013
D,,2/28/2013,0.0,9.8,6.5,1.5,1.5,9.0,,48.0,0:00,2013
D,,3/13/2013,,,6.5,1.5,1.6,11.0,,45.0,0:00,2013
D,,3/28/2013,0.0,10.0,6.5,1.4,1.6,8.0,,48.0,0:00,2013
D,,4/11/2013,0.0,,6.5,1.2,1.4,20.0,,68.0,0:00,2013
D,,4/26/2013,0.0,8.6,6.5,0.3,1.5,15.0,,54.0,0:00,2013
D,,5/8/2013,0.0,,7.0,1.0,1.5,22.0,,70.0,0:00,2013
D,,5/25/2013,0.0,5.5,6.0,0.5,1.5,24.0,,72.0,0:00,2013
D,,6/13/2013,0.0,,7.0,0.8,1.3,30.0,,85.0,0:00,2013
D,,6/25/2013,0.0,6.4,7.5,0.6,1.2,,,88.0,0:00,2013
D,,7/11/2013,0.0,,7.0,0.9,1.4,26.0,,82.0,0:00,2013
D,,7/25/2013,0.0,3.8,6.5,0.7,1.8,27.0,,72.0,0:00,2013
D,,8/8/2013,0.0,6.8,7.0,0.9,1.3,26.0,,79.0,0:00,2013
D,,8/22/2013,0.0,4.2,6.5,1.1,1.5,27.0,,78.0,0:00,2013
D,,9/12/2013,0.0,,6.5,1.2,1.2,27.0,,75.0,0:00,2013
D,,9/26/2013,0.0,6.1,6.7,0.9,1.1,20.0,,69.0,0:00,2013
D,,10/22/2013,0.0,7.0,6.5,1.0,1.2,17.0,,58.0,0:00,2013
D,,11/12/2013,0.0,,6.0,0.8,1.1,12.0,,54.0,0:00,2013
D,,11/19/2013,0.0,9.6,6.5,1.2,1.2,12.0,,52.0,0:00,2013
D,,12/4/2013,0.0,,6.5,1.2,1.2,10.0,,51.0,0:00,2013
D,,12/11/2013,0.0,8.65,6.5,0.8,0.8,8.0,,38.0,0:00,2013
Bay,,1/10/2013,0.0,8.5,7.0,0.4,0.5,9.0,,48.0,0:00,2013
Bay,,1/24/2013,0.0,8.7,7.0,0.1,0.4,3.0,,32.0,0:00,2013
Bay,,2/14/2013,0.0,7.7,7.0,0.7,2.5,9.0,,45.0,0:00,2013
Bay,,2/28/2013,0.0,8.5,7.0,0.2,0.7,10.0,,48.0,0:00,2013
Bay,,3/13/2013,,10.0,7.5,0.2,0.6,11.0,,45.0,0:00,2013
Bay,,3/28/2013,0.0,10.0,7.0,0.2,0.3,8.0,,48.0,0:00,2013
Bay,,4/11/2013,0.0,8.0,7.0,0.3,0.9,20.0,,64.0,0:00,2013
Bay,,4/26/2013,0.0,8.9,7.0,0.2,0.2,14.0,,54.0,0:00,2013
Bay,,5/8/2013,0.0,8.2,7.0,0.3,0.7,19.0,,67.0,0:00,2013
Bay,,5/25/2013,0.0,6.1,7.5,0.4,0.9,24.0,,72.0,0:00,2013
Bay,,6/13/2013,0.0,6.9,7.5,0.5,0.7,26.0,,81.0,0:00,2013
Bay,,6/25/2013,0.0,6.7,7.5,0.4,0.9,26.0,,78.0,0:00,2013
Bay,,7/11/2013,0.0,6.8,7.5,0.5,0.9,26.0,,81.0,0:00,2013
Bay,,7/25/2013,0.0,5.9,8.0,0.5,0.8,26.0,,72.0,0:00,2013
Bay,,8/8/2013,0.0,6.8,8.5,0.5,0.8,24.0,,79.0,0:00,2013
Bay,,8/22/2013,0.0,6.0,8.5,0.5,0.7,26.0,,78.0,0:00,2013
Bay,,9/12/2013,0.0,4.3,8.0,0.5,0.8,25.0,,75.0,,2013
Bay,,9/26/2013,0.0,6.1,8.5,0.3,0.4,19.0,,69.0,0:00,2013
Bay,,10/22/2013,0.0,7.9,7.0,0.7,0.8,16.0,,58.0,0:00,2013
Bay,,11/12/2013,0.0,9.8,7.5,0.4,0.6,11.0,,54.0,0:00,2013
Bay,,11/19/2013,0.0,7.1,7.0,0.3,0.5,12.0,,52.0,0:00,2013
Bay,,12/4/2013,0.0,7.0,7.5,0.2,0.5,11.0,,50.0,0:00,2013
Bay,,12/11/2013,0.0,8.35,7.0,0.2,0.5,8.0,,38.0,0:00,2013
A,,1/3/2014,0.0,,6.5,0.6,0.9,6.0,,26.0,11:25,2014
B,,1/3/2014,0.0,,6.0,0.3,0.3,5.0,,26.0,11:35,2014
D,,1/3/2014,0.0,7.9,6.5,1.1,1.2,5.0,,26.0,10:45,2014
Bay,,1/3/2014,0.0,7.3,7.0,0.1,0.4,5.0,,26.0,10:15,2014
A,,1/14/2014,0.0,6.8,6.5,0.5,0.5,11.0,,53.0,10:20,2014
B,,1/14/2014,0.0,6.2,6.5,0.4,0.4,,,53.0,10:45,2014
D,,1/14/2014,0.0,,6.5,1.0,1.4,11.0,,53.0,11:10,2014
Bay,,1/14/2014,0.0,8.7,7.0,0.4,0.6,11.0,,53.0,09:45,2014
A,,2/11/2014,0.0,,6.5,0.5,0.9,1.0,,29.0,10:40,2014
B,,2/11/2014,0.0,,7.0,0.3,0.3,4.0,,29.0,10:10,2014
D,,2/11/2014,0.0,10.0,6.5,0.8,1.4,2.0,,29.0,,2014
Bay,,2/11/2014,0.0,8.8,7.0,0.2,0.2,3.0,,29.0,09:30,2014
A,,2/25/2014,0.0,6.0,6.5,0.3,0.5,9.0,,41.0,10:30,2014
B,,2/25/2014,0.0,8.1,7.0,0.3,0.3,8.0,,41.0,11:00,2014
D,,2/25/2014,0.0,,6.5,0.7,1.2,9.0,,41.0,11:20,2014
Bay,,2/25/2014,0.0,6.9,7.0,0.3,0.5,9.0,,41.0,09:30,2014
Bay,,3/12/2014,0.0,8.2,7.5,0.2,0.5,14.0,,57.0,09:45,2014
D,,3/12/2014,0.0,8.2,6.0,1.2,1.4,14.0,,54.0,10:45,2014
B,,3/12/2014,0.0,,7.0,0.3,0.3,14.5,,54.0,10:40,2014
A,,3/12/2014,0.0,,6.5,0.5,0.7,13.0,,54.0,10:50,2014
Bay,,3/27/2014,0.0,10.0,7.0,0.2,0.3,4.0,,40.0,09:45,2014
A,,3/27/2014,0.0,,7.0,0.1,0.5,7.0,,40.0,10:55,2014
B,,3/27/2014,0.0,,7.0,0.4,0.4,5.0,,40.0,10:25,2014
D,,3/27/2014,0.0,,6.5,1.5,1.6,6.0,,40.0,10:15,2014
A,,4/10/2014,0.0,,6.5,0.0,0.4,17.0,,54.0,10:45,2014
B,,4/10/2014,0.0,,7.0,0.3,0.3,15.0,,54.0,10:35,2014
D,,4/10/2014,0.0,8.2,6.5,0.9,1.6,16.0,,53.0,10:15,2014
Bay,,4/10/2014,0.0,9.0,7.5,0.4,0.7,,,52.0,09:45,2014
Bay,,5/7/2014,0.0,6.8,7.0,0.5,0.9,18.0,,60.0,09:45,2014
A,,5/7/2014,0.0,,6.5,0.0,0.9,19.0,,60.0,10:50,2014
B,,5/7/2014,0.0,,7.0,0.1,0.2,18.0,,60.0,10:37,2014
D,,5/7/2014,0.0,6.6,6.5,0.5,1.5,19.0,,60.0,10:15,2014
Bay,,5/20/2014,0.0,7.3,7.5,0.4,0.5,18.0,,67.0,09:50,2014
A,,5/20/2014,0.0,3.0,6.5,0.2,0.3,21.0,,67.0,10:25,2014
B,,5/20/2014,0.0,3.86,7.5,0.5,0.5,20.0,,68.0,10:50,2014
D,,5/20/2014,0.0,,6.5,0.5,1.4,21.0,,68.0,,2014
Bay,01CSV,6/10/2014,0.0,5.4,7.0,0.4,0.8,15.0,22.0,72.0,9:45,2014
A,01CSV,6/10/2014,0.0,0.0,7.0,0.5,0.7,27.0,23.0,74.0,11:00,2014
B,01CSV,6/10/2014,0.0,0.0,8.0,0.3,0.3,27.0,74.0,23.0,10:50,2014
C,01CSV,6/10/2014,0.0,4.3,7.0,0.8,1.3,27.0,74.0,23.0,10:35,2014
A,,6/24/2014,0.0,4.0,7.0,0.6,0.6,25.0,,78.0,10:30,2014
B,,6/24/2014,0.0,6.0,7.0,0.1,0.1,27.0,,78.0,10:50,2014
D,,6/24/2014,0.0,,7.0,0.7,1.2,28.0,,78.0,11:15,2014
Bay,,6/24/2014,0.0,4.2,8.0,0.4,0.6,24.0,,78.0,9:45,2014
A,,7/8/2014,0.0,,7.5,0.6,0.8,29.0,,83.0,10:50,2014
B,,7/8/2014,0.0,,7.5,0.1,0.1,28.0,,83.0,10:35,2014
D,,7/8/2014,0.0,5.8,6.5,1.0,1.3,28.0,,83.0,10:15,2014
Bay,,7/8/2014,0.0,4.2,7.5,0.5,0.8,25.0,,83.0,9:45,2014
Bay,,7/22/2014,0.0,3.7,7.5,0.4,0.6,26.0,,80.0,9:35,2014
A,,7/22/2014,0.0,,6.5,0.5,0.8,27.0,,80.0,10:40,2014
B,,7/22/2014,0.0,,7.5,0.1,0.1,28.0,,80.0,10:30,2014
D,,7/22/2014,0.0,5.3,7.0,0.8,1.3,27.0,,80.0,10:05,2014
Bay,,8/12/2014,0.0,3.9,8.0,4.5,7.5,25.0,,79.0,9:40,2014
D,,8/12/2014,0.0,,7.0,0.8,1.6,26.0,,80.0,11:07,2014
A,,8/12/2014,0.0,3.0,8.0,0.1,0.1,26.0,,80.0,10:45,2014
B,,8/12/2014,0.0,2.4,6.5,0.5,0.8,26.0,,80.0,10:25,2014
A,,8/28/2014,0.0,,7.0,0.7,0.7,27.0,,79.0,10:37,2014
D,,8/28/2014,0.0,5.3,6.5,1.0,1.5,25.0,,78.0,10:15,2014
Bay,,8/28/2014,0.0,3.9,8.5,0.35,0.45,24.0,,78.0,9:45,2014
A,,9/10/2014,0.0,4.6,6.5,0.4,0.4,24.0,,75.0,10:45,2014
B,,9/10/2014,0.0,3.7,6.5,0.2,0.2,25.0,,75.0,10:30,2014
D,,9/10/2014,0.0,,6.5,1.3,1.3,24.0,,75.0,10:15,2014
Bay,,9/10/2014,0.0,2.7,7.5,0.5,0.8,24.0,,75.0,9:35,2014
Bay,,9/23/2014,0.0,7.0,8.0,0.4,0.6,20.0,,63.0,9:40,2014
A,,9/23/2014,0.0,,6.0,0.3,0.6,22.0,,63.0,10:40,2014
B,,9/23/2014,0.0,,7.0,0.01,0.01,18.0,,63.0,10:30,2014
D,,9/23/2014,0.0,6.3,,1.0,1.3,20.0,,63.0,10:10,2014
A,,10/7/2014,0.0,6.4,7.0,0.3,0.3,20.0,,67.0,11:00,2014
B,,10/7/2014,0.0,5.9,7.0,0.1,0.1,17.0,,67.0,10:15,2014
D,,10/7/2014,0.0,,6.0,1.45,1.45,20.0,,67.0,11:20,2014
Bay,,10/7/2014,0.0,6.0,7.5,0.65,0.9,,,65.0,9:45,2014
A,,10/21/2014,0.0,,6.5,0.3,0.6,18.0,,68.0,10:45,2014
B,,10/21/2014,0.0,,7.5,0.1,0.1,,,68.0,10:35,2014
D,,10/21/2014,0.0,7.6,6.0,1.3,1.3,18.0,,68.0,10:15,2014
Bay,,10/21/2014,0.0,6.5,7.5,0.4,0.7,16.5,,68.0,9:45,2014
Bay,,11/13/2014,0.0,7.0,7.0,0.3,0.4,13.0,,51.0,9:45,2014
A,,11/13/2014,0.0,7.2,6.5,0.3,0.3,14.0,,51.0,10:45,2014
B,,11/13/2014,0.0,6.2,7.5,0.15,0.15,13.0,,51.0,11:15,2014
D,,11/13/2014,0.0,,6.5,0.12,0.12,14.0,,51.0,11:45,2014
Bay,,12/2/2014,0.0,9.8,7.0,0.4,0.6,11.0,,48.0,9:30,2014
A,,12/2/2014,0.0,,7.0,0.6,0.9,10.0,,48.0,10:50,2014
B,,12/2/2014,0.0,,6.5,0.3,0.3,10.0,,48.0,10:35,2014
D,,12/2/2014,0.0,9.7,6.0,1.2,1.2,10.0,,48.0,10:05,2014
Bay,,12/19/2014,0.0,7.6,9.0,0.5,0.5,11.0,,42.0,9:45,2014
A,,12/19/2014,0.0,7.3,7.0,0.6,1.0,7.0,,42.0,11:00,2014
B,,12/19/2014,0.0,6.3,6.5,0.15,0.15,7.0,,42.0,10:00,2014
D,,12/19/2014,0.0,,7.0,1.1,1.1,7.0,,42.0,10:25,2014
Bay,,1/6/2015,0.0,8.9,7.0,0.4,0.6,9.0,,38.0,9:45,2015
A,,1/6/2015,0.0,,6.5,0.7,0.7,9.0,,38.0,11:10,2015
B,,1/6/2015,0.0,,7.0,0.3,0.3,8.0,,38.0,11:00,2015
D,,1/6/2015,0.0,9.0,6.5,1.3,1.5,9.0,,38.0,10:30,2015
Bay,,1/20/2015,0.0,8.3,7.0,0.2,0.6,7.0,,44.0,9:45,2015
A,,1/20/2015,0.0,,6.5,0.5,1.0,8.0,,44.0,10:50,2015
B,,1/20/2015,0.0,,7.0,0.2,0.2,7.0,,44.0,10:40,2015
D,,1/20/2015,0.0,9.0,6.5,1.0,1.4,8.0,,45.0,10:10,2015
Bay,,2/3/2015,0.0,10.0,,0.4,0.6,,,31.0,9:20,2015
A,,2/3/2015,0.0,9.7,6.5,0.4,0.5,3.0,,32.0,10:30,2015
B,,2/3/2015,0.0,7.6,6.5,0.3,0.3,3.0,,35.0,10:57,2015
D,,2/3/2015,0.0,,6.5,1.2,1.5,4.0,,35.0,11:30,2015
A,,2/24/2015,0.0,,6.5,0.4,0.5,1.0,,25.0,11:00,2015
B,,2/24/2015,,,,,,,,25.0,10:55,2015
D,,2/24/2015,0.0,10.0,6.5,0.1,0.15,0.0,,25.0,10:20,2015
Bay,,2/24/2015,0.0,9.2,7.0,0.2,0.2,3.0,,25.0,09:45,2015
Bay,01csv,4/21/2015,0.0,7.1,7.0,0.3,0.9,20.0,,65.0,9:20,2015
B,01csv,4/21/2015,0.0,5.3,7.5,,,20.0,,65.0,10:15,2015
A,01csv,4/21/2015,0.0,4.0,6.5,0.3,0.4,19.0,,65.0,10:45,2015
Bay,01csv,4/7/2015,0.0,8.2,7.0,0.2,0.6,15.0,,64.0,9:45,2015
D,01csv,4/7/2015,0.0,7.4,6.5,0.9,1.3,16.0,,64.0,10:10,2015
B,01csv,4/7/2015,0.0,,7.0,0.3,0.3,17.0,,65.0,10:40,2015
A,01csv,4/7/2015,0.0,,7.0,0.3,0.5,18.0,,65.0,10:50,2015
Bay,01csv,3/24/2015,0.0,,6.5,0.9,1.2,10.0,,41.0,11:40,2015
Bay,01csv,3/24/2015,0.0,10.0,7.0,0.3,0.3,9.0,,40.0,9:50,2015
B,01csv,3/24/2015,0.0,10.0,7.0,0.4,0.5,9.0,,41.0,11:15,2015
A,01csv,3/24/2015,0.0,7.8,7.0,0.3,0.3,10.0,,41.0,10:40,2015
D,01csv,4/21/2015,0.0,,6.5,1.0,1.5,19.0,,65.0,11:15,2015
Bay,01csv,5/7/2015,0.0,6.3,7.5,0.3,0.6,20.0,,65.0,9:45,2015
D,01csv,5/7/2015,0.0,7.7,7.0,1.1,1.3,20.0,,65.0,10:15,2015
B,01csv,5/7/2015,0.0,,8.0,0.1,0.1,21.0,,66.0,10:35,2015
A,01csv,5/7/2015,0.0,,7.5,0.15,0.15,21.0,,66.0,10:45,2015
Bay,01csv,6/1/2015,0.0,4.3,7.5,0.4,0.9,25.0,,74.0,9:30,2015
D,01csv,6/1/2015,0.0,5.8,7.0,0.2,0.9,27.0,,75.0,9:55,2015
B,01csv,6/1/2015,0.0,,7.5,0.1,0.1,28.0,,75.0,10:30,2015
A,01csv,6/3/2015,0.0,,7.0,0.1,0.1,29.0,,76.0,10:40,2015
Bay,01csv,6/11/2015,0.0,5.0,8.5,0.4,0.8,26.0,,78.0,9:45,2015
B,01csv,6/11/2015,0.0,4.0,8.0,0.5,0.5,27.0,,83.0,10:18,2015
A,01csv,6/11/2015,0.0,5.1,8.0,0.5,0.6,28.0,,84.0,10:50,2015
D,01csv,6/11/2015,0.0,,7.0,0.8,1.1,29.0,,84.0,11:25,2015
d,01csv,7/23/2015,0.0,,7.0,0.8,1.2,30.5,,82.0,10:55,2015
B,01csv,7/23/2015,0.0,7.0,7.5,0.3,0.3,31.0,,82.0,10:35,2015
A,01csv,7/23/2015,0.0,6.0,7.5,0.4,0.4,30.0,,82.0,10:10,2015
Bay,01csv,7/23/2015,0.0,7.0,9.0,0.5,0.8,27.0,,81.0,9:35,2015
Bay,,9/22/2015,0.0,4.5,8.0,0.3,0.3,23.0,,73.0,09:30,2015
Bay,,9/9/2015,0.0,2.9,9.0,0.05,0.05,26.0,,81.0,09:38,2015
Bay,,10/7/2015,0.0,5.5,7.0,0.3,0.5,18.0,,65.0,09:45,2015
A,,10/7/2015,0.0,,6.0,0.5,0.7,20.0,,67.0,11:10,2015
B,,10/7/2015,0.0,,7.0,0.2,0.2,19.0,,67.0,10:55,2015
D,,10/7/2015,0.0,6.2,6.0,0.9,1.2,,,66.0,10:30,2015
A,,10/13/2015,0.0,6.7,7.0,0.4,0.4,15.0,,52.0,10:35,2015
B,,10/13/2015,0.0,6.0,7.0,0.05,0.05,12.0,,50.0,10:10,2015
D,,10/13/2015,0.0,,6.5,1.0,1.3,14.0,,50.0,10:00,2015
Bay,,10/13/2015,0.0,4.9,7.0,0.4,0.6,12.0,,50.0,09:30,2015
A,,11/3/2015,0.0,,7.0,0.4,0.4,18.0,,66.0,10:45,2015
B,,11/3/2015,0.0,,7.0,0.1,0.1,19.0,,66.0,10:35,2015
D,,11/3/2015,0.0,6.6,6.5,1.2,1.3,18.0,,65.0,10:15,2015
Bay,,11/3/2015,0.0,6.6,7.0,0.4,0.6,28.0,,65.0,09:45,2015
Bay,,11/17/2015,0.0,5.5,7.5,0.25,0.8,13.0,,55.0,09:35,2015
A,,11/17/2015,0.0,6.5,6.5,0.5,0.5,15.0,,56.0,11:00,2015
B,,11/17/2015,0.0,8.0,7.0,0.1,0.1,14.0,,55.0,10:35,2015
D,,11/17/2015,0.0,,6.5,0.9,1.5,14.0,,57.0,11:25,2015
Bay,,,0.0,,7.0,0.3,0.5,14.0,,52.0,09:20,1899
A,,12/1/2015,0.0,,7.0,0.5,0.5,15.0,,52.0,10:45,2015
B,,12/1/2015,0.0,,6.5,0.1,0.1,14.0,,52.0,10:38,2015
D,,12/1/2015,0.0,7.1,6.5,0.8,1.6,,,52.0,10:10,2015
A,,12/15/2015,0.0,,7.0,0.6,0.6,15.0,,63.0,10:50,2015
B,,12/15/2015,0.0,,6.5,0.3,0.3,17.0,,63.0,10:40,2015
D,,12/15/2015,0.0,6.6,6.0,0.7,1.8,16.0,,63.0,10:00,2015
Bay,,12/15/2015,0.0,7.9,7.0,0.5,0.8,17.0,,63.0,09:20,2015
Bay,,12/1/2015,0.0,,7.0,0.3,0.5,14.0,,52.0,09:20,2015
A,,12/30/2015,0.0,,6.0,0.7,1.3,17.0,,60.0,12:40,2015
B,,12/30/2015,0.0,,6.0,0.3,0.3,17.0,,60.0,12:30,2015
D,,12/30/2015,0.0,6.2,6.0,0.7,1.4,19.0,,59.0,12:00,2015
Bay,,12/30/2015,0.0,8.7,7.0,0.7,0.9,18.0,,59.0,11:20,2015
A,,1/13/2016,0.0,6.5,6.5,0.5,0.8,7.0,,39.0,10:15,2016
Bay,,1/13/2016,0.0,9.1,7.0,0.5,0.9,5.0,,39.0,9:45,2016
D,,1/13/2016,0.0,,6.5,0.7,1.9,6.0,,40.0,11:30,2016
B,,1/13/2016,0.0,6.6,6.5,0.3,0.3,5.0,,40.0,11:00,2016
A,,2/11/2016,0.0,,6.0,0.4,1.0,5.0,,27.0,10:50,2016
B,,2/11/2016,0.0,,6.0,0.6,0.6,2.0,,27.0,10:35,2016
D,,2/11/2016,0.0,10.0,5.5,0.6,1.3,3.0,,27.0,10:00,2016
Bay,,2/11/2016,0.0,9.5,7.0,0.1,0.2,5.0,,27.0,9:15,2016
Bay,,2/23/2016,0.0,9.0,7.0,0.4,0.6,11.0,,48.0,9:30,2016
B,,2/23/2016,0.0,8.0,,0.4,0.4,11.0,,48.0,10:15,2016
A,,2/23/2016,0.0,7.5,6.5,0.5,1.0,11.0,,48.0,10:45,2016
D,,2/23/2016,0.0,,6.5,0.8,1.8,10.0,,48.0,11:15,2016
Bay,,3/8/2016,0.0,9.5,7.0,0.3,0.7,11.0,,60.0,9:35,2016
D,,3/8/2016,0.0,9.5,6.5,0.9,1.8,12.0,,60.0,10:10,2016
B,,3/8/2016,0.0,,7.0,0.7,0.7,12.0,,62.0,10:45,2016
A,,3/8/2016,0.0,,7.0,0.3,1.0,12.0,,62.0,11:00,2016
A,,3/22/2016,0.0,7.1,6.5,0.6,0.6,11.0,,48.0,10:30,2016
B,,3/22/2016,0.0,6.5,7.0,0.3,0.3,11.0,,50.0,11:00,2016
D,,3/22/2016,0.0,,6.5,0.8,1.8,12.0,,50.0,11:30,2016
Bay,,3/22/2016,0.0,7.1,7.0,0.4,0.4,10.0,,48.0,9:30,2016
A,,4/14/2016,0.0,,6.5,0.5,0.6,15.0,,48.0,11:00,2016
B,,4/14/2016,0.0,,8.0,0.2,0.2,14.0,,48.0,10:45,2016
D,,4/14/2016,0.0,6.0,6.5,0.9,1.3,14.0,,48.0,10:20,2016
Bay,,4/14/2016,0.0,7.9,7.0,0.3,0.3,13.0,,48.0,9:30,2016
Bay,,5/3/2016,0.0,4.5,7.0,0.4,0.9,21.0,,65.0,9:40,2016
A,,5/3/2016,0.0,,7.0,0.4,0.9,22.0,,66.0,10:50,2016
B,,5/3/2016,0.0,,6.5,0.2,0.2,20.0,,66.0,10:40,2016
D,,5/3/2016,0.0,,6.5,0.5,1.2,21.0,,66.0,10:15,2016
,,,,,,,,,,,,1899
A,,8/31/2016,0.0,3.9,7.5,0.4,0.4,28.0,,82.0,10:40,2016
B,,8/31/2016,0.0,4.2,8.5,0.01,0.01,28.0,,81.0,10:20,2016
D,,8/31/2016,0.0,,6.5,0.9,0.9,29.0,,81.0,10:00,2016
Bay,,8/31/2016,0.0,4.3,8.5,0.3,0.5,27.0,,81.0,09:15,2016
A,,9/22/2016,0.0,,6.5,0.6,0.7,25.0,,75.0,11:00,2016
B,,9/22/2016,0.0,,6.5,0.3,0.3,24.0,,75.0,10:40,2016
D,,9/22/2016,0.0,5.0,6.0,0.6,1.8,,,75.0,10:15,2016
Bay,,9/22/2016,0.0,3.2,7.0,0.9,1.0,23.0,,75.0,9:45,2016
A,,10/5/2016,0.0,3.8,6.5,0.5,0.5,22.0,,70.0,19:50,2016
B,,10/5/2016,0.0,2.9,6.5,0.3,0.3,25.0,,70.0,10:30,2016
D,,,0.0,3.9,6.5,0.3,1.8,22.0,,70.0,10:00,1899
Bay,,10/5/2016,0.0,6.8,,0.4,0.6,21.0,,70.0,9:30,2016
A,,10/18/2016,0.0,,6.5,0.2,0.5,22.0,19.0,67.0,10:55,2016
B,,10/18/2016,0.0,,6.5,0.3,0.3,24.0,19.0,66.0,10:40,2016
Bay,,10/18/2016,0.0,6.3,7.0,0.5,1.2,,18.0,65.0,9:45,2016
D,,10/18/2016,0.0,6.0,6.5,0.5,1.4,25.0,19.0,66.0,10:15,2016
D,,11/2/2016,0.0,,6.5,0.8,1.6,17.0,16.0,60.0,11:10,2016
B,,11/2/2016,0.0,3.8,6.5,0.2,0.2,16.0,16.0,60.0,10:45,2016
A,,11/2/2016,0.0,4.4,6.5,0.2,0.4,16.0,16.0,60.0,10:15,2016
Bay,,11/2/2016,0.0,6.3,6.7,0.7,0.7,17.0,16.0,60.0,9:30,2016
A,,11/16/2016,0.0,,6.5,0.3,0.4,18.0,13.0,55.0,10:50,2016
B,,11/16/2016,0.0,,6.5,0.25,0.25,12.0,13.0,55.0,10:40,2016
D,,11/16/2016,0.0,8.8,6.5,1.0,1.3,14.0,13.0,55.0,10:20,2016
Bay,,11/16/2016,0.0,9.0,7.0,0.7,0.8,13.0,13.0,55.0,9:45,2016
A,,12/7/2016,0.0,,7.0,0.3,0.5,11.0,9.0,48.0,11:00,2016
B,,12/7/2016,0.0,,6.5,0.5,0.5,10.0,9.0,48.0,10:45,2016
Bay,,12/7/2016,0.0,7.6,7.0,0.4,0.5,11.0,9.0,48.0,9:15,2016
D,,12/7/2016,0.0,10.0,6.5,0.9,1.1,11.0,9.0,48.0,10:15,2016
A,,12/20/2016,0.0,,7.0,0.4,0.4,6.0,3.0,38.0,10:57,2016
Bay,,12/20/2016,0.0,6.7,7.0,3.0,3.5,5.0,3.0,38.0,9:40,2016
B,,12/20/2016,0.0,,6.5,0.4,0.4,5.0,3.0,38.0,10:45,2016
D,,12/20/2016,0.0,10.0,6.5,1.7,1.7,5.0,3.0,38.0,10:15,2016
D,,1/24/2017,0.0,,6.0,0.7,1.2,9.0,7.0,45.0,11:15,2017
A,,1/24/2017,0.0,7.9,,0.5,0.6,9.0,7.0,45.0,10:45,2017
Bay,,1/24/2017,0.0,3.2,7.0,0.3,0.6,9.0,7.0,45.0,9:45,2017
B,,1/24/2017,0.0,7.6,6.5,0.3,0.5,8.0,7.0,45.0,10:15,2017
A,,2/7/2017,0.0,,7.0,0.5,0.7,9.0,15.0,59.0,11:00,2017
D,,2/7/2017,0.0,10.0,6.5,0.9,1.3,10.0,14.0,58.0,10:25,2017
Bay,,2/7/2017,0.0,8.2,7.0,0.3,0.6,9.0,14.0,58.0,9:30,2017
B,,2/7/2017,0.0,,7.0,0.3,0.3,11.0,15.0,59.0,10:50,2017
D,,2/21/2017,0.0,,6.5,0.9,1.1,13.0,10.0,50.0,11:20,2017
A,,2/21/2017,0.0,5.7,6.5,0.5,0.9,13.0,10.0,50.0,10:25,2017
Bay,,2/21/2017,0.0,5.2,7.0,0.3,0.5,13.0,9.0,48.0,9:25,2017
B,,2/21/2017,0.0,5.2,7.0,0.5,0.5,12.0,9.0,48.0,10:10,2017
Bay,,3/8/2017,0.0,7.1,7.0,0.3,0.5,13.0,8.0,47.0,9:30,2017
A,,3/8/2017,0.0,,6.5,0.4,0.4,13.0,9.0,48.0,11:10,2017
B,,3/8/2017,0.0,,6.5,0.2,0.4,13.0,8.0,47.0,11:00,2017
D,,3/8/2017,0.0,10.0,6.5,1.6,1.6,12.0,8.0,47.0,10:15,2017
D,,3/21/2017,0.0,,6.5,0.9,1.7,10.0,11.0,51.0,11:05,2017
A,,3/21/2017,0.0,,,,,,11.0,51.0,10:45,2017
B,,3/21/2017,0.0,5.0,7.0,0.3,0.3,10.0,11.0,51.0,10:15,2017
Bay,,3/21/2017,0.0,3.2,7.0,0.3,0.3,10.0,10.0,50.0,9:30,2017
A,,4/4/2017,0.0,,7.0,0.5,0.6,20.0,21.7,71.0,11:00,2017
B,,4/4/2017,0.0,,7.0,0.2,0.3,19.0,21.7,71.0,10:50,2017
A,,4/18/2017,0.0,,6.5,0.4,0.9,19.0,,61.0,10:50,2017
A,,5/11/2017,0.0,,6.5,0.4,0.7,19.0,,63.0,10:45,2017
A,,5/25/2017,0.0,4.2,6.5,0.6,0.8,22.0,,72.0,10:25,2017
A,,6/7/2017,0.0,,6.5,0.5,0.6,23.0,,65.0,10:17,2017
A,,6/19/2017,0.0,,6.5,0.5,0.7,27.0,,72.0,10:50,2017
A,,7/11/2017,0.0,,7.0,0.5,0.5,31.0,,76.0,10:40,2017
A,,7/25/2017,0.0,3.6,7.0,0.8,0.9,27.0,,82.0,11:30,2017
B,,4/18/2017,0.0,,6.5,0.4,0.4,19.0,,61.0,10:40,2017
B,,5/11/2017,0.0,,6.5,0.2,0.2,18.0,,62.0,10:35,2017
B,,5/25/2017,,,,,,,,72.0,10:15,2017
B,,6/7/2017,0.0,,,,,,,64.0,,2017
B,,6/19/2017,0.0,3.9,7.0,0.5,0.5,26.0,,72.0,10:30,2017
B,,7/11/2017,0.0,,7.0,0.5,0.5,31.0,,76.0,10:40,2017
B,,7/25/2017,0.0,4.2,7.0,0.2,0.2,28.0,,81.0,10:55,2017
